sequence_id	cluster_id	start	end	average_p	max_p	type	alkaloid_probability	nrp_probability	polyketide_probability	ripp_probability	saccharide_probability	terpene_probability	proteins	domains
2	2_cluster_1	237455	254327	0.9327960723698198	0.9985829580787269	Unknown	0.024545468895362132	0.05896413396574607	0.42712991428876446	0.04502384815995353	0.010000000000000009	0.07817488294773456	2_205;2_206;2_207;2_208;2_209;2_210;2_211;2_212;2_213;2_214;2_215;2_216;2_217;2_218;2_219;2_220;2_221;2_222;2_223	PF00005;PF00072;PF00196;PF00291;PF00440;PF00455;PF00583;PF00890;PF01494;PF03364;PF03486;PF04075;PF07690;PF07690;PF07730;PF08220;PF10604;PF12831;PF13508;PF13673;PF19857
2	2_cluster_2	292255	317892	0.9441672472664666	0.9997559650949894	Polyketide	0.020000000000000018	0.44999999999999996	0.75	0.0	0.040000000000000036	0.050000000000000044	2_261;2_262;2_263;2_264;2_265;2_266;2_267;2_268;2_269;2_270;2_271;2_272;2_273;2_274;2_275;2_276;2_277	PF00005;PF00106;PF00108;PF00109;PF00122;PF00128;PF00392;PF00441;PF00501;PF00550;PF00550;PF00664;PF00698;PF00702;PF00702;PF00743;PF00756;PF00781;PF00975;PF01047;PF01569;PF02770;PF02771;PF02801;PF07729;PF08028;PF08659;PF12802;PF13193;PF13450;PF13738;PF14378;PF14765;PF16197;PF18029
2	2_cluster_4	691615	716203	0.9833497744173572	0.9999996729464219	NRP;Polyketide	0.0	0.91	0.56	0.0	0.010000000000000009	0.0	2_609;2_610;2_611;2_612;2_613;2_614;2_615;2_616;2_617;2_618;2_619;2_620;2_621;2_622	PF00109;PF00441;PF00501;PF00501;PF00501;PF00550;PF00550;PF00550;PF00550;PF00668;PF00668;PF00725;PF00753;PF00975;PF02683;PF02737;PF02770;PF02771;PF02801;PF08028;PF08241;PF08242;PF12697;PF13193;PF13193;PF13489;PF13649;PF16197
2	2_cluster_5	725874	738232	0.9674119793385164	0.9999463372393348	Unknown	0.05533172818148502	0.09572402665623347	0.11534120607357023	0.07072395768037643	0.040000000000000036	0.042759285578907624	2_634;2_635;2_636;2_637;2_638;2_639;2_640;2_641;2_642	PF00756;PF01022;PF01168;PF01408;PF02746;PF02784;PF04183;PF04183;PF06276;PF06276;PF11575;PF12802;PF12840;PF13378;PF13535;PF18130
2	2_cluster_6	770507	796232	0.9667141891043477	0.9999967380202592	Terpene	0.02226860254083496	0.08770417422867527	0.08579854809437393	0.04581669691470058	0.12	0.5430399274047186	2_673;2_674;2_675;2_676;2_677;2_678;2_679;2_680;2_681;2_682;2_683;2_684;2_685;2_686;2_687;2_688;2_689;2_690;2_691;2_692;2_693;2_694	PF00005;PF00202;PF00348;PF00432;PF00440;PF00441;PF00494;PF00494;PF00535;PF00561;PF00873;PF00890;PF01048;PF01061;PF01134;PF01266;PF01590;PF01593;PF02770;PF02771;PF03259;PF04055;PF05331;PF08028;PF12146;PF12697;PF12831;PF13185;PF13243;PF13249;PF13292;PF13450
2	2_cluster_7	860514	882174	0.9831850047639515	0.9999972024977604	Polyketide	0.0	0.06000000000000005	0.92	0.0	0.06000000000000005	0.0	2_749;2_750;2_751;2_752;2_753;2_754;2_755;2_756;2_757;2_758;2_759;2_760;2_761;2_762;2_763;2_764;2_765;2_766;2_767;2_768;2_769;2_770;2_771	PF00005;PF00005;PF00067;PF00070;PF00072;PF00106;PF00109;PF00109;PF00196;PF00462;PF00486;PF00532;PF00550;PF00733;PF00891;PF01370;PF02311;PF02653;PF02801;PF02801;PF03364;PF03704;PF03992;PF03992;PF04673;PF07730;PF07883;PF08242;PF08592;PF08659;PF10604;PF13407;PF13522;PF13537;PF13561;PF13796;PF16864
2	2_cluster_8	936493	968267	0.9723940534062568	0.9967214719113368	Unknown	0.06999999999999995	0.42000000000000004	0.24	0.08999999999999997	0.07999999999999996	0.010000000000000009	2_815;2_816;2_817;2_818;2_819;2_820;2_821;2_822;2_823;2_824;2_825;2_826;2_827;2_828;2_829;2_830;2_831;2_832;2_833;2_834;2_835;2_836;2_837;2_838;2_839;2_840	PF00083;PF00248;PF00248;PF00501;PF00501;PF00550;PF00583;PF01047;PF01073;PF01209;PF01266;PF01370;PF02518;PF02518;PF03259;PF03259;PF05147;PF05148;PF05331;PF07690;PF07993;PF08241;PF08242;PF08443;PF12802;PF12802;PF13193;PF13302;PF13450;PF13489;PF13649;PF13847;PF16363;PF19798
2	2_cluster_9	1058317	1162473	0.9818562225831828	0.9999999945961494	Polyketide	0.0	0.38	0.94	0.0	0.020000000000000018	0.0	2_924;2_925;2_926;2_927;2_928;2_929;2_930;2_931;2_932;2_933;2_934;2_935;2_936;2_937;2_938;2_939;2_940;2_941;2_942;2_943;2_944;2_945;2_946;2_947;2_948;2_949;2_950;2_951;2_952;2_953;2_954;2_955;2_956;2_957;2_958;2_959;2_960;2_961;2_962;2_963;2_964;2_965;2_966;2_967;2_968;2_969;2_970;2_971;2_972;2_973;2_974;2_975;2_976;2_977;2_978;2_979;2_980;2_981;2_982;2_983;2_984;2_985;2_986;2_987;2_988;2_989;2_990;2_991;2_992;2_993;2_994;2_995;2_996;2_997	PF00005;PF00067;PF00067;PF00072;PF00106;PF00106;PF00107;PF00108;PF00108;PF00109;PF00109;PF00109;PF00109;PF00109;PF00109;PF00109;PF00195;PF00196;PF00196;PF00201;PF00282;PF00348;PF00440;PF00441;PF00486;PF00486;PF00487;PF00501;PF00501;PF00501;PF00512;PF00550;PF00550;PF00550;PF00550;PF00550;PF00550;PF00550;PF00550;PF00561;PF00672;PF00698;PF00698;PF00698;PF00698;PF00698;PF00725;PF00884;PF00891;PF00892;PF00975;PF00975;PF00999;PF01022;PF01039;PF01040;PF01073;PF01073;PF01266;PF01266;PF01370;PF01370;PF01494;PF01494;PF01593;PF01613;PF01648;PF01648;PF02065;PF02353;PF02353;PF02518;PF02737;PF02770;PF02771;PF02797;PF02801;PF02801;PF02801;PF02801;PF02801;PF02801;PF03704;PF04072;PF04321;PF04545;PF04820;PF04820;PF04820;PF05175;PF07690;PF07993;PF08028;PF08240;PF08241;PF08241;PF08241;PF08242;PF08242;PF08242;PF08392;PF08541;PF08541;PF08541;PF08541;PF08545;PF08545;PF08545;PF08545;PF08659;PF08659;PF08659;PF12146;PF12697;PF12697;PF12697;PF12840;PF13193;PF13193;PF13450;PF13450;PF13460;PF13460;PF13489;PF13489;PF13489;PF13561;PF13561;PF13602;PF13649;PF13649;PF13649;PF13847;PF13847;PF14765;PF16197;PF16197;PF16197;PF16197;PF16197;PF16859
2	2_cluster_10	1224753	1255998	0.9574715401016173	0.9999996859578562	Unknown	0.15076702508960582	0.10678136200716848	0.11817204301075268	0.1433906810035842	0.41000000000000003	0.012100358422939106	2_1057;2_1058;2_1059;2_1060;2_1061;2_1062;2_1063;2_1064;2_1065;2_1066;2_1067;2_1068;2_1069;2_1070;2_1071;2_1072;2_1073;2_1074;2_1075;2_1076;2_1077;2_1078;2_1079;2_1080;2_1081;2_1082;2_1083;2_1084	PF00300;PF00984;PF01073;PF01209;PF01370;PF02719;PF03720;PF03721;PF04149;PF04321;PF05050;PF05401;PF07993;PF08241;PF08242;PF08264;PF09334;PF09481;PF13460;PF13489;PF13649;PF13847;PF14028;PF14028;PF14028;PF16363;PF18395;PF19054;PF19303;PF19895;PF20182
2	2_cluster_11	1402574	1427911	0.8764977137138568	0.969614533211815	Unknown	0.0722513815700967	0.16901833660353216	0.12907968794578806	0.07501288102216508	0.010000000000000009	0.12840575445084268	2_1209;2_1210;2_1211;2_1212;2_1213;2_1214;2_1215;2_1216;2_1217;2_1218;2_1219;2_1220;2_1221;2_1222;2_1223;2_1224;2_1225;2_1226;2_1227;2_1228;2_1229;2_1230	PF00005;PF00202;PF00296;PF00561;PF00795;PF01266;PF01593;PF01979;PF02861;PF02861;PF03099;PF03372;PF07969;PF07969;PF12146;PF12697;PF12706;PF12831;PF13450;PF13483;PF19794
